
梨园春,#genre#
梨园春 170723,http://gcw.bdcdn.shoujiduoduo.com/v/190627/43051670af94253088e95af826f0b7c6.mp4
梨园春 170507,http://gcw.bdcdn.shoujiduoduo.com/v/190627/fccbed8eccf06d0098377b55db01fe82.mp4
梨园春 170507,http://gcw.bdcdn.shoujiduoduo.com/v/190627/fccbed8eccf06d0098377b55db01fe82.mp4
梨园春 170507,http://gcw.bdcdn.shoujiduoduo.com/v/190627/fccbed8eccf06d0098377b55db01fe82.mp4
梨园春 170402,http://gcw.bdcdn.shoujiduoduo.com/v/190627/8363112d442d359558780afbc8b63569.mp4
梨园春 170402,http://gcw.bdcdn.shoujiduoduo.com/v/190627/8363112d442d359558780afbc8b63569.mp4
梨园春 170402,http://gcw.bdcdn.shoujiduoduo.com/v/190627/8363112d442d359558780afbc8b63569.mp4
梨园春 170326,http://gcw.bdcdn.shoujiduoduo.com/v/190618/b21a2a7e741b1336c67d4053312b18e3.mp4
梨园春 170326,http://gcw.bdcdn.shoujiduoduo.com/v/190618/b21a2a7e741b1336c67d4053312b18e3.mp4
梨园春 170326,http://gcw.bdcdn.shoujiduoduo.com/v/190618/b21a2a7e741b1336c67d4053312b18e3.mp4
梨园春 170319,http://gcw.bdcdn.shoujiduoduo.com/v/190625/84dfdcab0068b073a7c39cdc1ebd2fc3.mp4
梨园春 170319,http://gcw.bdcdn.shoujiduoduo.com/v/190625/84dfdcab0068b073a7c39cdc1ebd2fc3.mp4
梨园春 170319,http://gcw.bdcdn.shoujiduoduo.com/v/190625/84dfdcab0068b073a7c39cdc1ebd2fc3.mp4
梨园春 170305,http://gcw.bdcdn.shoujiduoduo.com/v/190625/619910d2ea3e4c66adc878b5ee2e038c.mp4
梨园春 170305,http://gcw.bdcdn.shoujiduoduo.com/v/190625/619910d2ea3e4c66adc878b5ee2e038c.mp4
梨园春 170305,http://gcw.bdcdn.shoujiduoduo.com/v/190625/619910d2ea3e4c66adc878b5ee2e038c.mp4
梨园春 170226,http://gcw.bdcdn.shoujiduoduo.com/v/190611/ae8c0be2325fbfdf17a75c6b7adec184.mp4
梨园春 170226,http://gcw.bdcdn.shoujiduoduo.com/v/190611/ae8c0be2325fbfdf17a75c6b7adec184.mp4
梨园春 170226,http://gcw.bdcdn.shoujiduoduo.com/v/190611/ae8c0be2325fbfdf17a75c6b7adec184.mp4
梨园春 170219,http://gcw.bdcdn.shoujiduoduo.com/v/190627/09ee6f26ed96c583b5606c7160a81dcf.mp4
梨园春 170219,http://gcw.bdcdn.shoujiduoduo.com/v/190627/09ee6f26ed96c583b5606c7160a81dcf.mp4
梨园春 170219,http://gcw.bdcdn.shoujiduoduo.com/v/190627/09ee6f26ed96c583b5606c7160a81dcf.mp4
梨园春 170212,http://gcw.bdcdn.shoujiduoduo.com/v/190622/025830ed189fcd7ba7c05f440d36b136.mp4
梨园春 170212,http://gcw.bdcdn.shoujiduoduo.com/v/190622/025830ed189fcd7ba7c05f440d36b136.mp4
梨园春 170212,http://gcw.bdcdn.shoujiduoduo.com/v/190622/025830ed189fcd7ba7c05f440d36b136.mp4
梨园春 170122,http://gcw.bdcdn.shoujiduoduo.com/v/190621/2d7c7aa6889015a9648c840a3e8b68cc.mp4
梨园春 170122,http://gcw.bdcdn.shoujiduoduo.com/v/190621/2d7c7aa6889015a9648c840a3e8b68cc.mp4
梨园春 170122,http://gcw.bdcdn.shoujiduoduo.com/v/190621/2d7c7aa6889015a9648c840a3e8b68cc.mp4
梨园春 170115,http://gcw.bdcdn.shoujiduoduo.com/v/190624/094ab85367c868330de4d32190d84625.mp4
梨园春 170115,http://gcw.bdcdn.shoujiduoduo.com/v/190624/094ab85367c868330de4d32190d84625.mp4
梨园春 170115,http://gcw.bdcdn.shoujiduoduo.com/v/190624/094ab85367c868330de4d32190d84625.mp4
梨园春 170108,http://gcw.bdcdn.shoujiduoduo.com/v/190622/f6c292e570c8ef22a8b22e317d28dd30.mp4
梨园春 170108,http://gcw.bdcdn.shoujiduoduo.com/v/190622/f6c292e570c8ef22a8b22e317d28dd30.mp4
梨园春 170108,http://gcw.bdcdn.shoujiduoduo.com/v/190622/f6c292e570c8ef22a8b22e317d28dd30.mp4
梨园春 170101,http://gcw.bdcdn.shoujiduoduo.com/v/190610/8a2a05cd3e49a221bdfd4cbdb7ccdb62.mp4
梨园春 170101,http://gcw.bdcdn.shoujiduoduo.com/v/190610/8a2a05cd3e49a221bdfd4cbdb7ccdb62.mp4
梨园春 170101,http://gcw.bdcdn.shoujiduoduo.com/v/190610/8a2a05cd3e49a221bdfd4cbdb7ccdb62.mp4
（梨园春版）,http://gcw.bdcdn.shoujiduoduo.com/v/190822/5668e504ad82c60607d315479d821990.mp4



戏曲多多,#genre#
戏曲《追鱼观灯》王志萍 黄慧 02,http://gcw.bdcdn.shoujiduoduo.com/v/190610/133e3af96ee4601376f48171e11d5568.mp4
戏曲《追鱼观灯》王志萍 黄慧 02,http://gcw.bdcdn.shoujiduoduo.com/v/190610/133e3af96ee4601376f48171e11d5568.mp4
戏曲《追鱼观灯》王志萍 黄慧 02,http://gcw.bdcdn.shoujiduoduo.com/v/190610/133e3af96ee4601376f48171e11d5568.mp4
戏曲《一轮明月》杨乃鹏 张克 凌珂 卢布 03,http://gcw.bdcdn.shoujiduoduo.com/v/190612/6fb6d22875d8f2872de1f34ffeeb41cc.mp4
戏曲《一轮明月》杨乃鹏 张克 凌珂 卢布 03,http://gcw.bdcdn.shoujiduoduo.com/v/190612/6fb6d22875d8f2872de1f34ffeeb41cc.mp4
戏曲《一轮明月》杨乃鹏 张克 凌珂 卢布 03,http://gcw.bdcdn.shoujiduoduo.com/v/190612/6fb6d22875d8f2872de1f34ffeeb41cc.mp4
戏曲《锁麟囊》吕洋 11,http://gcw.bdcdn.shoujiduoduo.com/v/190610/0cd56c801a744a52b95d8977872c5cd8.mp4
戏曲《锁麟囊》吕洋 11,http://gcw.bdcdn.shoujiduoduo.com/v/190610/0cd56c801a744a52b95d8977872c5cd8.mp4
戏曲《锁麟囊》吕洋 11,http://gcw.bdcdn.shoujiduoduo.com/v/190610/0cd56c801a744a52b95d8977872c5cd8.mp4
戏曲《清官册》陈春 16,http://gcw.bdcdn.shoujiduoduo.com/v/190612/c5284e2aaf63f4d590572db7a1f6ea09.mp4
戏曲《清官册》陈春 16,http://gcw.bdcdn.shoujiduoduo.com/v/190612/c5284e2aaf63f4d590572db7a1f6ea09.mp4
戏曲《清官册》陈春 16,http://gcw.bdcdn.shoujiduoduo.com/v/190612/c5284e2aaf63f4d590572db7a1f6ea09.mp4
戏曲《龙腾津门春来早》朱宝光 赵秀君 24,http://gcw.bdcdn.shoujiduoduo.com/v/190612/89f49f59af162ca675c69c4062c31031.mp4
戏曲《龙腾津门春来早》朱宝光 赵秀君 24,http://gcw.bdcdn.shoujiduoduo.com/v/190612/89f49f59af162ca675c69c4062c31031.mp4
戏曲《龙腾津门春来早》朱宝光 赵秀君 24,http://gcw.bdcdn.shoujiduoduo.com/v/190612/89f49f59af162ca675c69c4062c31031.mp4
戏曲《刘海戏金蟾》赵保乐 袁雪凝 19,http://gcw.bdcdn.shoujiduoduo.com/v/190604/b4a486006a01e72fc31e5db501a3ab86.mp4
戏曲《刘海戏金蟾》赵保乐 袁雪凝 19,http://gcw.bdcdn.shoujiduoduo.com/v/190604/b4a486006a01e72fc31e5db501a3ab86.mp4
戏曲《刘海戏金蟾》赵保乐 袁雪凝 19,http://gcw.bdcdn.shoujiduoduo.com/v/190604/b4a486006a01e72fc31e5db501a3ab86.mp4
戏曲《金猴闹春》 吕泽先 02,http://gcw.bdcdn.shoujiduoduo.com/v/190603/65f0c490c33a20902cda59552f8aa917.mp4
戏曲《金猴闹春》 吕泽先 02,http://gcw.bdcdn.shoujiduoduo.com/v/190603/65f0c490c33a20902cda59552f8aa917.mp4
戏曲《金猴闹春》 吕泽先 02,http://gcw.bdcdn.shoujiduoduo.com/v/190603/65f0c490c33a20902cda59552f8aa917.mp4
戏曲《金猴闹春》 吕泽先 02,http://gcw.bdcdn.shoujiduoduo.com/v/190603/65f0c490c33a20902cda59552f8aa917.mp4
戏曲《将相和》张建国 21,http://gcw.bdcdn.shoujiduoduo.com/v/190610/eeee035e7af8cf39fad72b69b59fac54.mp4
戏曲《将相和》张建国 21,http://gcw.bdcdn.shoujiduoduo.com/v/190610/eeee035e7af8cf39fad72b69b59fac54.mp4
戏曲《将相和》张建国 21,http://gcw.bdcdn.shoujiduoduo.com/v/190610/eeee035e7af8cf39fad72b69b59fac54.mp4
戏曲《花为媒》张涵韵 李静怡 07,http://gcw.bdcdn.shoujiduoduo.com/v/190606/1fd59878892b5564e4cfbe6aa80ba1ca.mp4
戏曲《花为媒》张涵韵 李静怡 07,http://gcw.bdcdn.shoujiduoduo.com/v/190606/1fd59878892b5564e4cfbe6aa80ba1ca.mp4
戏曲《花为媒》张涵韵 李静怡 07,http://gcw.bdcdn.shoujiduoduo.com/v/190606/1fd59878892b5564e4cfbe6aa80ba1ca.mp4
戏曲《鸿门宴》陈少云 23,http://gcw.bdcdn.shoujiduoduo.com/v/190611/0e57bd207bf99966c5080b0862701f95.mp4
戏曲《鸿门宴》陈少云 23,http://gcw.bdcdn.shoujiduoduo.com/v/190611/0e57bd207bf99966c5080b0862701f95.mp4
戏曲《鸿门宴》陈少云 23,http://gcw.bdcdn.shoujiduoduo.com/v/190611/0e57bd207bf99966c5080b0862701f95.mp4
戏曲《贵妃醉酒》梅葆玖 胡文阁 20,http://gcw.bdcdn.shoujiduoduo.com/v/190610/9775adb6220dec4bed6ddaa5daf254ac.mp4
戏曲《贵妃醉酒》梅葆玖 胡文阁 20,http://gcw.bdcdn.shoujiduoduo.com/v/190610/9775adb6220dec4bed6ddaa5daf254ac.mp4
戏曲《贵妃醉酒》梅葆玖 胡文阁 20,http://gcw.bdcdn.shoujiduoduo.com/v/190610/9775adb6220dec4bed6ddaa5daf254ac.mp4
戏曲《甘露寺》杨少彭 赵华 鲁肃 张建峰 12,http://gcw.bdcdn.shoujiduoduo.com/v/190603/c1782110c10d239bcc0c43e4c5f405b6.mp4
戏曲《甘露寺》杨少彭 赵华 鲁肃 张建峰 12,http://gcw.bdcdn.shoujiduoduo.com/v/190603/c1782110c10d239bcc0c43e4c5f405b6.mp4
戏曲《甘露寺》杨少彭 赵华 鲁肃 张建峰 12,http://gcw.bdcdn.shoujiduoduo.com/v/190603/c1782110c10d239bcc0c43e4c5f405b6.mp4
戏曲《大登殿》姜亦珊 09,http://gcw.bdcdn.shoujiduoduo.com/v/190604/4741397a975516ee1d507c7fdd9434e8.mp4
戏曲《大登殿》姜亦珊 09,http://gcw.bdcdn.shoujiduoduo.com/v/190604/4741397a975516ee1d507c7fdd9434e8.mp4
戏曲《大登殿》姜亦珊 09,http://gcw.bdcdn.shoujiduoduo.com/v/190604/4741397a975516ee1d507c7fdd9434e8.mp4
戏曲《打龙袍》李宏 08,http://gcw.bdcdn.shoujiduoduo.com/v/190606/3a413f2afb0764d000a6a7bc83ff7291.mp4
戏曲《打龙袍》李宏 08,http://gcw.bdcdn.shoujiduoduo.com/v/190606/3a413f2afb0764d000a6a7bc83ff7291.mp4
戏曲《打龙袍》李宏 08,http://gcw.bdcdn.shoujiduoduo.com/v/190606/3a413f2afb0764d000a6a7bc83ff7291.mp4
戏曲《拜大年》群星,http://gcw.bdcdn.shoujiduoduo.com/v/190531/65a1b5ffc52f3bf209c3be841aba237d.mp4
戏曲 墨本丹青版《赵氏孤儿》王珮瑜 邓沐玮 13,http://gcw.bdcdn.shoujiduoduo.com/v/190603/afec850a2118e9362bc8e4195d40d363.mp4
戏曲 墨本丹青版《赵氏孤儿》王珮瑜 邓沐玮 13,http://gcw.bdcdn.shoujiduoduo.com/v/190603/afec850a2118e9362bc8e4195d40d363.mp4
戏曲 墨本丹青版《赵氏孤儿》王珮瑜 邓沐玮 13,http://gcw.bdcdn.shoujiduoduo.com/v/190603/afec850a2118e9362bc8e4195d40d363.mp4
戏歌《春来了》 刘玉玲 25,http://gcw.bdcdn.shoujiduoduo.com/v/190610/140285e8db6c05d266418df1cf780e19.mp4
戏歌《春来了》 刘玉玲 25,http://gcw.bdcdn.shoujiduoduo.com/v/190610/140285e8db6c05d266418df1cf780e19.mp4
戏歌《春来了》 刘玉玲 25,http://gcw.bdcdn.shoujiduoduo.com/v/190610/140285e8db6c05d266418df1cf780e19.mp4
戏歌《春来了》 刘玉玲 25,http://gcw.bdcdn.shoujiduoduo.com/v/190610/140285e8db6c05d266418df1cf780e19.mp4
戏典小品《智斗》王佩瑜等表演, 冯巩板, 胡伴奏,http://gcw.bdcdn.shoujiduoduo.com/v/181108/b5dc57a0caa9f64402787610f5675e9c.mp4
戏典小品《智斗》王佩瑜等表演, 冯巩板, 胡伴奏,http://gcw.bdcdn.shoujiduoduo.com/v/181108/b5dc57a0caa9f64402787610f5675e9c.mp4
戏典小品《智斗》王佩瑜等表演, 冯巩板, 胡伴奏,http://gcw.bdcdn.shoujiduoduo.com/v/181108/b5dc57a0caa9f64402787610f5675e9c.mp4
2012天津卫视元宵戏曲晚会全程回顾,http://gcw.bdcdn.shoujiduoduo.com/v/190520/10001069.mp4
181024名家传戏黔剧失子惊疯,http://gcw.bdcdn.shoujiduoduo.com/v/190610/ff6a83ca180521232cac7a49366cfb76.mp4
《走进大戏台》2015春节戏曲晚会祥和中国年2015.02.15,http://gcw.bdcdn.shoujiduoduo.com/v/190518/10001065.mp4
《走进大戏台》20140209 北路梆子专场 总决赛,http://gcw.bdcdn.shoujiduoduo.com/201805/1098-650.mp4
《走进大戏台》20140104 北路梆子专场,http://gcw.bdcdn.shoujiduoduo.com/201805/1180-901.mp4
《走进大戏台》2012-08-18 詹丽华演唱北路梆子,http://gcw.bdcdn.shoujiduoduo.com/201805/1069-776.mp4
《走进大戏台》 20140111 北路梆子专场,http://gcw.bdcdn.shoujiduoduo.com/201805/1191-725.mp4
永州市2016年10月12日送戏下乡祁阳县祁剧团来到美丽乡村、江南第一村《下灌》演出视频,http://gcw.bdcdn.shoujiduoduo.com/v/200131/d8f6bc21644efaccb2bd01faeb47ccbb.mp4
一品景芝2015新春戏曲晚会 下篇,http://gcw.bdcdn.shoujiduoduo.com/201805/2016-511.mp4
一品景芝2015新春戏曲晚会 上篇,http://gcw.bdcdn.shoujiduoduo.com/201805/2015-370.mp4
戏曲绝活《舞动梨园》郝士超 马敬帅,http://gcw.bdcdn.shoujiduoduo.com/v/190610/ce062de73cc173f08936bf7cee9a64fa.mp4
戏曲海南古装琼剧《凤落梧桐》白云 黄庆萍 吴淑坤 蒙春霞,http://gcw.bdcdn.shoujiduoduo.com/v/190604/a12c9f35070189a60cc2c7f4856f9b3f.mp4
碗碗腔现代戏《芙蓉出水》下 大荔县剧团,http://gcw.bdcdn.shoujiduoduo.com/v/190621/0baee769465015ea25fef208d7699130.mp4
碗碗腔《金琬钗▪借水》三月桃花 任小蕾 陕西省戏曲研究院,http://gcw.bdcdn.shoujiduoduo.com/v/190610/af322fbe7bf1f55fd4a517d356cd3d68.mp4

《金子般的心》新疆曲子现代戏,http://gcw.bdcdn.shoujiduoduo.com/v/181220/1b8352ac35e01fcee47fecb6235101d3.mp4
“机灵鬼”萌娃精通百首戏曲 助阵嘉宾直言后继有人,http://gcw.bdcdn.shoujiduoduo.com/v/190627/4cc248fec1ec1fa0c26eed39cab67fe7.mp4
“机灵鬼”萌娃精通百首戏曲 助阵嘉宾直言后继有人,http://gcw.bdcdn.shoujiduoduo.com/v/190627/4cc248fec1ec1fa0c26eed39cab67fe7.mp4
“机灵鬼”萌娃精通百首戏曲 助阵嘉宾直言后继有人,http://gcw.bdcdn.shoujiduoduo.com/v/190627/4cc248fec1ec1fa0c26eed39cab67fe7.mp4
陕西省戏曲研究院演出,http://gcw.bdcdn.shoujiduoduo.com/v/201030/536f534a25ebab5eb8d10ff75e31dc9c.mp4
山西卫视2016戏曲春晚全程回顾,http://gcw.bdcdn.shoujiduoduo.com/v/190602/f5ff8aeace684fdd37f034391f37e47e.mp4
山西卫视2016戏曲春晚全程回顾,http://gcw.bdcdn.shoujiduoduo.com/v/190602/f5ff8aeace684fdd37f034391f37e47e.mp4
山西卫视2016戏曲春晚全程回顾,http://gcw.bdcdn.shoujiduoduo.com/v/190602/f5ff8aeace684fdd37f034391f37e47e.mp4
山西卫视2016戏曲春晚全程回顾,http://gcw.bdcdn.shoujiduoduo.com/v/190602/f5ff8aeace684fdd37f034391f37e47e.mp4
萨克斯演奏，红歌联奏，周末戏苑葆春专场,http://gcw.bdcdn.shoujiduoduo.com/v/200323/f969704d378131c9092471c374c2a7ba.mp4
秦之声《秦关陇月闹元宵》2015元宵戏曲晚会,http://gcw.bdcdn.shoujiduoduo.com/v/190518/10001066.mp4
黔剧《霸王别姬》梅香凝，第十九届中戏剧小梅花荟萃地方戏专业组金花奖,http://gcw.bdcdn.shoujiduoduo.com/v/190610/cf52cb90e0687042dde8f454160677d2.mp4
祁东祁剧传统戏《黄鹤楼》,http://gcw.bdcdn.shoujiduoduo.com/v/200509/5f51661d2837f71683a6bb2b812368ce.mp4
迷胡现代戏《梁秋燕》01 华阴市迷胡剧团 国风秦韵高清宽屏,http://gcw.bdcdn.shoujiduoduo.com/v/190602/b72c021cb45b7c28f530b9c83c10c67f.mp4
徽剧联唱《白蛇传》《吕布戏貂蝉》选段 王丹红 汪玉殊,http://gcw.bdcdn.shoujiduoduo.com/v/190603/cde363477e6ad4a9493c9c15901871ac.mp4
海南地方戏曲琼剧《山女平冤》全剧,http://gcw.bdcdn.shoujiduoduo.com/v/190611/e986f047aa041a011f4f998bccd01df6.mp4
海南地方戏曲琼剧《三元及第》全剧,http://gcw.bdcdn.shoujiduoduo.com/v/190618/77b8606f10309be885d08ed1f4ae011e.mp4
海南地方戏曲琼剧《龙凤婚缘》全剧,http://gcw.bdcdn.shoujiduoduo.com/v/190621/8902513a80186489f79f476b85fd48b5.mp4
广西戏曲桂林彩调 彩调歌舞剧《刘三姐新传》,http://gcw.bdcdn.shoujiduoduo.com/v/181217/91a142adc9bc079d55d9d09a79c89d69.mp4
歌唱家李谷一  演唱湖南花鼓戏《补锅》经典好听好看！,http://gcw.bdcdn.shoujiduoduo.com/v/200203/b4370d97c03f157e7238a05b6eb86e4d.mp4
歌唱家李谷一  演唱湖南花鼓戏《补锅》经典好听好看！,http://gcw.bdcdn.shoujiduoduo.com/v/200203/b4370d97c03f157e7238a05b6eb86e4d.mp4
歌唱家李谷一  演唱湖南花鼓戏《补锅》经典好听好看！,http://gcw.bdcdn.shoujiduoduo.com/v/200203/b4370d97c03f157e7238a05b6eb86e4d.mp4
歌唱家李谷一  湖南花鼓戏《补锅》选段  太好听了！,http://gcw.bdcdn.shoujiduoduo.com/v/190613/9c6397ab8b98f3be0efe508be94d4c5e.mp4
歌唱家李谷一  湖南花鼓戏《补锅》选段  太好听了！,http://gcw.bdcdn.shoujiduoduo.com/v/190613/9c6397ab8b98f3be0efe508be94d4c5e.mp4
歌唱家李谷一  湖南花鼓戏《补锅》选段  太好听了！,http://gcw.bdcdn.shoujiduoduo.com/v/190613/9c6397ab8b98f3be0efe508be94d4c5e.mp4
淳安威坪叶家村红歌戏曲比赛晚会,http://gcw.bdcdn.shoujiduoduo.com/v/200224/339e7979d19f72b78fff2180af3b8c37.mp4
不愧是戏曲上的不倒翁,http://gcw.bdcdn.shoujiduoduo.com/v/190617/d37e4e0a63b5cfd4ec0c05edb64351e4.mp4
杨帅学再度上演夺梅大戏,http://gcw.bdcdn.shoujiduoduo.com/v/190711/15e1f5bd917685244627646bf73353df.mp4
杨帅学再度上演夺梅大戏,http://gcw.bdcdn.shoujiduoduo.com/v/190711/15e1f5bd917685244627646bf73353df.mp4
杨帅学再度上演夺梅大戏,http://gcw.bdcdn.shoujiduoduo.com/v/190711/15e1f5bd917685244627646bf73353df.mp4
桌子戏《面对黄河把大戏喊》运城市临猗县吴王村民,http://gcw.bdcdn.shoujiduoduo.com/v/190604/d29f9d6461c500da3c2b381db1785a7e.mp4
中国戏曲梅花奖北路梆子演员詹丽华清唱《走西口》,http://gcw.bdcdn.shoujiduoduo.com/v/190907/0be8f492dbe6cd459558d6c362d2f96a.mp4



曲子戏,#genre#
新疆曲子戏【张连卖布】,http://gcw.bdcdn.shoujiduoduo.com/v/181220/aef4ac29eeab767d51047b66f17863f2.mp4
新疆曲子戏【大爱】,http://gcw.bdcdn.shoujiduoduo.com/v/181220/f72963efe60820fb7ccba756612823e3.mp4
新疆曲子戏【表花】,http://gcw.bdcdn.shoujiduoduo.com/v/181220/29d8d3d6ccb91df7692481c9f98fb96d.mp4
新疆曲子戏《张良卖布》——巴里坤街头偶遇,http://gcw.bdcdn.shoujiduoduo.com/v/181220/c2fa2997ec79a16170b880c69471907b.mp4
新疆曲子戏《看女》44分43,http://gcw.bdcdn.shoujiduoduo.com/v/190531/d45ab0d9391c34bbf4930d4da3db8eb8.mp4
新疆曲子戏《戈壁花开》邓金荣 薛得瑞 王峰 葛军,http://gcw.bdcdn.shoujiduoduo.com/v/190602/33baf92582d0cb9c3d5f164122054868.mp4
新疆曲子戏《大山里》王峰 邓金荣 王长荣,http://gcw.bdcdn.shoujiduoduo.com/v/181220/7c7753a90cd4dd7b10e39415e361e53d.mp4
新疆曲子戏(虎口缘),http://gcw.bdcdn.shoujiduoduo.com/v/190602/812fefa71e326f49ab9686e48c740614.mp4
新湖，新疆曲子戏恶婆婆。,http://gcw.bdcdn.shoujiduoduo.com/v/190612/a82e2c7eb25f827a9378fe9cbce26428.mp4
华亭策底镇东湾子曲子戏2风云舞工作室{原疯子工作室}13830394280,http://gcw.bdcdn.shoujiduoduo.com/v/210126/05cfed2c832bf48084909dcec232beec.mp4




粤剧,#genre#
郑少秋汪明荃粤剧《蒂花女香夭》经典好听好看！,http://gcw.bdcdn.shoujiduoduo.com/v/200316/2b76b15baed618a744171c6428ee151e.mp4
