戏曲电影,#genre#
京剧-白蛇传,http://wuzhij.top/?/juji/%E7%99%BD%E8%9B%87%E4%BC%A0%20%5B1980.%E4%BA%AC%E5%89%A7%5D%20%E4%B8%BB%E6%BC%94%20%E6%9D%8E%E7%82%B3%E6%B7%91.%E6%96%B9%E5%B0%8F%E4%BA%9A.%E8%8B%8F%E7%9B%9B%E4%B9%89.%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.BesTV..mp4
京剧-红楼二尤,http://wuzhij.top/?/juji/%E4%BA%AC%E5%89%A7%20%E7%BA%A2%E6%A5%BC%E4%BA%8C%E5%B0%A4.The.You.Sisters.of.the.Red.Chamber.2021.1080p.WEB-DL.H265.DDP5.1-%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv
京剧-文姬归汉,http://wuzhij.top/?/juji/%E4%BA%AC%E5%89%A7%20%E6%96%87%E5%A7%AC%E5%BD%92%E6%B1%89.Cai.Wenji.Returns.to.Her.Homeland.2021.1080p.WEB-DL.H265.DDP5.1-%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv
京剧-四郎探母,http://wuzhij.top/?/juji/%E4%BA%AC%E5%89%A7%20%E5%9B%9B%E9%83%8E%E6%8E%A2%E6%AF%8D.Silang.Visits.His.Mother.2021.1080p.WEB-DL.H264.AAC-%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.mp4
曲剧-寇准背靴,http://wuzhij.top/?/juji/%E6%9B%B2%E5%89%A7-%E5%AF%87%E5%87%86%E8%83%8C%E9%9D%B4.mp4


王华买爹第1集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/eac79457c0bbc458be19715b4bdc573f.mp4
王华买爹第2集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/060dde67d9a7e11898d2ab7d473b5509.mp4
王华买爹第3集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/55da4c403d2ea51fa5602f304d4febc3.mp4
王华买爹第6集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/27bfba291a0fb4f0bce5377b27f709f5.mp4
王华买爹第7集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/92fa5f80e4dc70d3fdea32b0c386a821.mp4

